y_true,y_pred,y_logit,q10,q50,q90
0.0015386343,-0.004600179,-0.043674797,-0.0047320044,-0.0001672816,0.002273535
-0.0011968613,-0.006344658,-0.046507314,-0.0056059677,0.0002117271,0.002933025
0.0020513535,-0.0071512857,-0.047762107,-0.0055893827,0.00038645905,0.0029839152
-0.0006839037,-0.010795567,-0.049995087,-0.0059454376,0.0006451181,0.0033630054
-0.0059831142,-0.0039768727,-0.04768288,-0.004925412,-8.754189e-05,0.0024707636
0.0013674498,-0.011699917,-0.043780178,-0.006544,0.00086038065,0.0037980522
-0.008206248,-0.0033453596,-0.044498876,-0.004735436,-0.00015923269,0.0023974567
0.0042740107,-0.011646412,-0.04398384,-0.006062996,0.0009387001,0.003469586
0.0015391111,-0.0053735464,-0.044054247,-0.005562151,9.845017e-05,0.0029087272
-0.002222538,-0.0046479483,-0.042290628,-0.005207466,-0.00016104434,0.0025797396
0.01077044,-0.011341138,-0.033027526,-0.007369033,0.0010599038,0.004575886
-0.0011968613,-0.010550385,-0.03615203,-0.0065740016,0.0009462202,0.0037257867
-0.0037611723,-0.005179037,-0.045087934,-0.0054001166,9.737737e-05,0.0027912497
0.00034177303,-0.0047316137,-0.045727316,-0.005597217,-7.500728e-05,0.0028021876
-0.002222538,-0.009137576,-0.03982322,-0.0063683996,0.0005686151,0.0033599618
0.0035904646,-0.0051886025,-0.043739095,-0.0049326597,-0.00014985465,0.0022773645
0.0018802881,-0.005814427,-0.04675985,-0.0056611374,0.00011739301,0.0028170669
-0.0008544922,-0.0049174954,-0.0441861,-0.0047400696,-0.00011635927,0.0022780595
-0.0006840229,-0.00582963,-0.041220173,-0.0050329203,-0.000110486086,0.0023991952
-0.0006840229,-0.0050127865,-0.044662457,-0.0047099325,-5.2189425e-05,0.0022615204
0.0011968613,-0.0053253886,-0.04355067,-0.004975765,-6.718692e-05,0.0024495039
-0.0049579144,-0.0046014558,-0.048638865,-0.0053173658,0.00018343085,0.0028459392
-0.005983591,-0.008087074,-0.04155048,-0.006281997,0.0006302372,0.0034466158
0.0030776262,-0.007376227,-0.042236604,-0.006150918,0.00050169294,0.0033153952
-0.0013680458,-0.008207602,-0.040568642,-0.0062292553,0.00034274586,0.0032009096
0.00017118454,-0.011651536,-0.032965075,-0.0068952176,0.0007408717,0.003701499
0.0023931265,-0.004821761,-0.042946428,-0.004722785,-8.3188585e-05,0.0022474239
0.0006840229,-0.0058760573,-0.048687927,-0.0053095124,0.0003183892,0.0027877302
-0.0018802881,-0.0048585017,-0.045452457,-0.004831611,-0.00012246169,0.0022656482
-0.006667614,-0.005888347,-0.048261553,-0.0060028527,-0.00010344069,0.0028801258
-0.0027353764,-0.013216076,0.00054290704,-0.009230304,0.002400544,0.007972885
0.0054707527,-0.009985913,-0.03949579,-0.006660091,0.0008312808,0.004025855
0.0034193993,-0.010820439,-0.032095455,-0.006857006,0.0010159314,0.004015833
-0.0005129576,-0.0047570732,-0.042355746,-0.0050664507,6.047258e-05,0.0025720017
0.007009387,-0.0068036714,-0.04572472,-0.00596799,0.00048187334,0.003242335
-0.0025647879,-0.012068169,-0.043585382,-0.0066092135,0.0009538533,0.0037928214
-0.006325364,-0.0044963215,-0.04298955,-0.0048594135,-0.00014919673,0.0024081292
0.002564311,-0.0078122714,-0.04148396,-0.0060482416,0.000659331,0.003337759
0.005641818,-0.0044762217,-0.04517527,-0.0049640927,-0.00014280809,0.0023655891
0.0006840229,-0.012294661,-0.04194363,-0.0067818016,0.0009086418,0.003953283
0.00068342686,-0.0107123535,-0.038963895,-0.006667705,0.0008336937,0.004017112
0.0042740107,-0.010790827,-0.031090138,-0.0067799347,0.0009487196,0.0045354036
-0.00051283836,-0.011646565,-0.033570897,-0.0070061507,0.0009180917,0.004060698
