tf1,tf2,lookback,length,lookback2,length2,min_s,max_s,koeff1,koeff2,mmcoff,exitday,sdel_day,direction,avg_trade_1c,num_trades,total_pts,win_rate,profit_factor,avg_win,avg_loss
300,45,160,90,60,45,140,630,0.9092338664742678,1.0037644518880102,9,0,0,short,98.6734693877551,588,58020.0,0.2976190476190476,1.1479724560061209,2572.114285714286,-949.3946731234867
210,60,70,85,15,85,150,510,1.0004586789291496,0.9854114113541033,25,1,1,short,98.58042635658914,1032,101735.0,0.46027131782945735,1.1802278202947847,1402.5578947368422,-1018.9169675090253
120,90,120,280,5,165,170,480,1.0090820985790614,0.9596671854954573,29,1,1,short,98.56737588652483,705,69490.0,0.4595744680851064,1.1669208873302026,1499.3672839506173,-1101.335978835979
210,90,280,125,40,55,180,630,1.0379430640401666,1.0112762812375624,6,1,1,short,98.41823056300268,373,36710.0,0.46112600536193027,1.1227882396227047,1951.6279069767443,-1494.85
300,45,185,50,75,135,300,590,0.9754400429813199,1.0157699857171236,27,1,0,short,98.39759036144578,415,40835.0,0.43855421686746987,1.2063415866599292,1311.7307692307693,-856.7099567099567
120,45,290,285,50,80,80,280,1.0021217023770166,0.9206113104184018,30,1,1,short,98.38351822503962,631,62080.0,0.4960380348652932,1.2216272178786904,1093.258785942492,-889.2380952380952
210,45,125,185,95,65,260,420,0.9817525613972397,0.9122229146720681,8,0,1,short,98.35384615384615,325,31965.0,0.37846153846153846,1.0946017934830863,3006.951219512195,-1681.044776119403
300,120,285,165,35,60,160,410,0.9417326731440779,0.9859741370040852,16,1,0,short,98.33839150227618,659,64805.0,0.4977238239757208,1.192863413835692,1222.0121951219512,-1018.2272727272727
210,90,275,125,70,90,170,490,0.9800216407217835,1.01591364714197,9,1,0,short,98.29963235294117,544,53475.0,0.4834558823529412,1.1518723108163758,1542.12927756654,-1257.517857142857
120,45,255,120,70,195,110,350,1.0034873054105156,0.9144498260319207,9,1,1,short,98.18621523579202,827,81200.0,0.4921402660217654,1.2154017561079131,1125.7248157248157,-904.0047961630695
300,120,255,110,35,170,250,380,0.9979648512184927,1.0264405000229726,19,1,0,short,98.17002881844381,347,34065.0,0.4956772334293948,1.2230333584312698,1086.046511627907,-877.7873563218391
210,90,155,280,25,170,120,410,0.9845758605116447,1.0142990001179213,16,1,1,short,98.10047095761381,637,62490.0,0.4803767660910518,1.1710414670863556,1398.1699346405228,-1120.7055214723925
150,120,200,75,100,145,150,500,1.0343109796228827,0.9965097662368912,22,1,1,short,98.07936507936508,315,30895.0,0.4857142857142857,1.14347745321135,1609.313725490196,-1329.1975308641975
300,60,70,130,5,150,360,600,0.9373374564567486,1.02344668758441,22,1,0,short,98.04703476482618,489,47945.0,0.47443762781186094,1.1906892574474008,1290.4094827586207,-986.0
120,90,30,90,60,145,210,490,1.0051655842351126,1.0163371990230181,27,1,0,short,98.03856382978724,752,73725.0,0.49867021276595747,1.1722204702337153,1338.16,-1141.56
180,120,130,260,75,90,180,260,1.0407158393959302,0.9483530355780272,23,1,0,short,97.96825396825396,315,30860.0,0.5142857142857142,1.2293485935119468,1021.0802469135803,-885.2302631578947
180,90,100,120,75,80,320,550,0.9873016883128555,1.0272068411373723,23,1,0,short,97.86764705882354,408,39930.0,0.5098039215686274,1.1683460516885198,1332.3076923076924,-1185.95
300,90,240,95,50,85,160,620,1.0228436992147096,0.9717025288010476,16,1,0,short,97.86679536679537,518,50695.0,0.5077220077220077,1.1424657149280575,1545.7604562737642,-1400.9448818897638
210,60,170,80,80,65,170,670,0.9618298627824982,0.9663649301303098,28,0,0,short,97.86585365853658,410,40125.0,0.35121951219512193,1.0986296319056106,3103.8194444444443,-1546.8631178707224
150,60,205,170,30,170,310,600,1.0449689051557067,0.9719267155018654,7,1,1,short,97.81446540880503,318,31105.0,0.44654088050314467,1.1395813233413359,1788.380281690141,-1273.4
180,120,215,20,55,105,220,480,0.9706755139175839,0.9995375756753042,25,1,0,short,97.75862068965517,493,48195.0,0.4766734279918864,1.1869001221569426,1302.3829787234042,-1003.3657587548638
300,45,35,145,50,185,420,590,1.012132061454096,1.02809085430184,7,1,1,short,97.70780856423174,397,38790.0,0.5113350125944585,1.2538529498380289,943.8177339901478,-787.6546391752578
150,60,275,35,10,195,320,400,1.0099779695988322,0.969163267478753,12,1,1,short,97.675,400,39070.0,0.5,1.2463818382468863,988.225,-792.875
240,60,160,215,45,150,160,530,0.9907120264144229,1.000377082034282,24,1,0,short,97.55364806866953,932,90920.0,0.47103004291845496,1.1649821263314522,1462.4373576309795,-1122.3828920570265
180,45,295,85,20,160,170,450,0.9020791053845197,0.9637556403217054,23,0,0,short,97.55198487712666,529,51605.0,0.3553875236294896,1.114651025871741,2668.6702127659573,-1319.9560117302053
180,60,75,110,10,60,110,380,0.9609935566255953,0.9597137723535444,8,0,0,short,97.5,634,61815.0,0.3643533123028391,1.1081665150136488,2741.5367965367964,-1421.592039800995
150,60,95,235,95,160,80,320,0.9142704158747368,1.0215198881456666,23,1,0,short,97.43661971830986,710,69180.0,0.4788732394366197,1.1988416710978256,1226.75,-940.3108108108108
240,60,260,195,5,130,330,540,0.9123823056023594,1.0160349178485637,6,1,1,short,97.41463414634147,410,39940.0,0.4609756097560976,1.1987855863030061,1274.3915343915344,-917.4429223744293
300,60,220,230,45,150,210,500,1.0282043890964598,1.0335683591994058,30,1,0,short,97.4047619047619,420,40910.0,0.45714285714285713,1.130303223340553,1848.28125,-1389.203539823009
120,45,50,280,55,40,180,560,0.9640668492955485,0.9158172533070628,12,1,1,short,97.40064446831364,931,90680.0,0.45435016111707843,1.2005418256206115,1283.3451536643026,-902.5449101796407
180,90,230,265,75,195,200,650,0.9462679093400584,1.0452825527421858,6,1,0,short,97.3943661971831,355,34575.0,0.447887323943662,1.1311323080424023,1875.7232704402516,-1352.128205128205
120,90,115,75,15,70,70,680,1.0142199962889402,0.9038570889846791,7,1,0,short,97.37775061124694,818,79655.0,0.44987775061124696,1.1455271259054909,1703.8315217391305,-1219.053452115813
150,60,140,180,75,130,110,520,0.9365857919222003,0.9577736363107116,6,1,0,short,97.3663101604278,1122,109245.0,0.48841354723707664,1.1628153060844293,1423.7591240875913,-1173.0332167832169
180,90,145,105,15,195,220,450,0.9454324128880434,1.0258131146905771,23,1,0,short,97.35483870967742,310,30180.0,0.4967741935483871,1.1523280757097791,1482.5,-1294.9346405228757
120,45,75,180,25,105,160,470,0.9841125320246418,0.9647987351498364,6,1,0,short,97.33005733005733,1221,118840.0,0.4406224406224406,1.1946951948754074,1355.4460966542752,-901.6100443131462
210,120,90,120,55,145,200,540,0.9993605714865633,1.0365501856155606,25,1,0,short,97.28070175438596,456,44360.0,0.4824561403508772,1.140608903751367,1635.659090909091,-1342.4893617021276
120,45,155,260,10,55,370,660,0.9486912447895297,0.9841103897928398,22,0,1,short,97.25077881619937,642,62435.0,0.37383177570093457,1.114684839411835,2528.5,-1364.423558897243
180,120,125,150,45,160,140,300,1.0296289987677698,0.9375047511051037,8,1,0,short,97.22608695652174,575,55905.0,0.5130434782608696,1.2245315982890534,1033.5254237288136,-898.8628158844765
300,60,290,30,30,40,120,390,0.9820464285604681,1.0046674332133638,21,0,1,short,97.21534653465346,404,39275.0,0.35148514851485146,1.1260672786801054,2470.5281690140846,-1193.639846743295
150,60,210,75,40,45,90,330,0.963376378337834,0.9012257709980015,5,0,1,short,97.21098265895954,346,33635.0,0.41040462427745666,1.0784169726642188,3257.4647887323945,-2112.9310344827586
240,45,155,115,5,180,90,560,0.9676088525245327,0.9380151331463104,16,0,0,short,97.1415270018622,1074,104330.0,0.3370577281191806,1.158086536203226,2111.2845303867402,-930.8251057827927
150,90,210,80,70,150,250,410,0.9468250618029348,1.0292632111717557,5,1,0,short,97.05980066445183,301,29215.0,0.5049833887043189,1.1452615354017501,1515.3618421052631,-1368.1632653061224
180,60,120,275,15,55,140,690,1.0369634737862032,0.9384966558307128,19,1,1,short,96.85534591194968,477,46200.0,0.429769392033543,1.127123890761505,1998.1707317073171,-1341.0516605166051
300,60,30,225,60,120,220,370,1.0024163503368217,0.9360346997633925,18,1,1,short,96.84531886024423,737,71375.0,0.5061058344640434,1.2270161097946917,1034.2627345844503,-870.9279778393352
180,60,270,210,55,30,360,540,0.9837612846635351,0.9972980934221999,28,1,0,short,96.8,450,43560.0,0.4777777777777778,1.2670672266331504,961.2325581395348,-697.0299145299145
150,60,225,285,5,140,90,660,0.9924566073134437,0.9214460413637641,7,1,1,short,96.79530201342281,894,86535.0,0.41946308724832215,1.1828738680670758,1492.6133333333332,-920.6128404669261
120,45,170,275,95,30,140,380,0.9416403225188787,0.9696933291423748,13,1,1,short,96.79347826086956,552,53430.0,0.5217391304347826,1.2717424473603907,868.2291666666666,-753.3333333333334
180,45,220,215,35,25,380,540,0.9416294253851952,0.9366077296341218,18,0,0,short,96.74334140435835,413,39955.0,0.45036319612590797,1.0958325837980452,2456.3440860215055,-1836.6740088105728
210,90,295,230,45,60,110,480,0.9707085057257286,0.925646849835863,8,1,0,short,96.69572107765451,631,61015.0,0.48177496038034867,1.1788509453319653,1322.9111842105262,-1056.1919504643963
180,90,265,115,50,165,190,580,1.0280412951116418,0.9582615461774239,29,1,1,short,96.66315789473684,475,45915.0,0.4905263157894737,1.1380300320161132,1624.7210300429185,-1374.5661157024792
150,45,55,200,85,45,240,510,0.9721517373036508,0.9110540819002455,13,1,0,short,96.65155440414507,772,74615.0,0.5,1.221327400815721,1066.6839378238342,-882.5261780104712
120,45,260,250,10,145,420,490,1.008078323236895,0.9445629230689969,22,1,1,short,96.6355140186916,535,51700.0,0.525233644859813,1.3986275492501639,645.5338078291815,-512.6284584980237
120,60,20,260,10,100,400,640,0.9728051776728435,1.0253004136831327,11,1,1,short,96.62404092071611,391,37780.0,0.45012787723785164,1.2342001673743916,1131.221590909091,-753.8084112149533
300,60,165,65,65,20,330,540,0.9654768401761492,0.9663423558922507,15,0,0,short,96.6189111747851,349,33720.0,0.4326647564469914,1.089912806975442,2706.953642384106,-1903.7055837563453
120,90,195,180,25,155,110,290,1.0389309781692058,0.9220696559067244,25,1,0,short,96.57960199004975,402,38825.0,0.5099502487562189,1.1693196685564762,1307.9268292682927,-1169.8979591836735
210,45,55,160,10,195,110,300,0.9468641444455136,1.010357159467053,11,0,1,short,96.54816513761467,436,42095.0,0.3830275229357798,1.1081383101703188,2583.0239520958085,-1452.5
240,60,210,250,55,170,360,580,0.993732986180758,0.981749927773606,23,1,0,short,96.50249376558604,802,77395.0,0.5,1.201628240197994,1150.2369077306732,-969.3181818181819
120,45,190,270,40,95,100,680,0.9121422976388034,0.9254264325172492,21,1,0,short,96.45541958041959,1144,110345.0,0.44755244755244755,1.1798614506927465,1413.759765625,-975.3577106518283
150,45,210,285,10,115,490,580,1.0120054913489216,0.9000495821216552,12,0,0,short,96.42394822006473,309,29795.0,0.3592233009708738,1.0793570467832363,3650.900900900901,-1896.2373737373737
210,90,290,70,10,20,430,580,0.9715889558914317,0.9851836748004654,20,0,1,short,96.4080459770115,348,33550.0,0.40804597701149425,1.1006615760812493,2583.4154929577467,-1617.9368932038835
120,60,220,290,20,135,90,670,0.9847614445281343,0.952812117830693,9,1,1,short,96.39722863741339,866,83480.0,0.4561200923787529,1.1660896900242728,1483.7974683544303,-1078.5836909871246
210,60,195,210,65,120,150,690,0.9612778652667764,0.92859687265308,26,0,0,short,96.39162561576354,406,39135.0,0.33251231527093594,1.10970328114707,2932.3703703703704,-1321.2407407407406
240,60,70,195,35,150,110,470,0.9716857850211714,1.0414031494453604,28,1,0,short,96.38107416879795,391,37685.0,0.41687979539641945,1.1203109536123614,2152.852760736196,-1379.8678414096917
120,45,65,115,15,160,160,550,1.0085607516933914,0.9460552229499232,5,1,1,short,96.38023630504834,931,89730.0,0.44575725026852847,1.1741163686462468,1458.012048192771,-1006.533203125
240,60,280,175,70,35,300,610,0.9753820374521178,0.9415106628311802,5,1,1,short,96.37411347517731,564,54355.0,0.4716312056737589,1.224047319717236,1116.390977443609,-819.6114864864865
150,90,255,210,95,85,260,450,0.941723565836986,0.9089227929379733,25,1,0,short,96.328125,640,61650.0,0.4953125,1.2119030023888497,1112.2555205047317,-909.171875
210,60,60,105,45,135,100,470,0.9971457726477837,0.9876646062100662,15,1,0,short,96.29227053140097,1242,119595.0,0.4758454106280193,1.1641852515393012,1434.8730964467004,-1124.0972222222222
150,45,270,140,35,150,310,460,0.9989200447948906,0.9247876108881756,6,1,0,short,96.27298444130128,707,68065.0,0.48797736916548795,1.2161342563190651,1110.1014492753623,-894.6590909090909
210,45,160,180,55,170,80,450,0.9928576903562757,0.9021505192649427,16,1,1,short,96.2552966101695,944,90865.0,0.4841101694915254,1.1748479833743843,1335.9846827133479,-1075.9420289855072
210,120,80,195,15,130,280,420,0.9617163512733676,1.0306044884414736,23,1,0,short,96.2280701754386,399,38395.0,0.49624060150375937,1.2211056723293983,1070.9343434343434,-872.6130653266332
150,45,120,230,5,105,150,690,0.9005536951527826,1.0130030871842675,15,0,1,short,96.18483412322274,633,60885.0,0.3048973143759874,1.1586455781958414,2303.963730569948,-874.2141230068337
120,45,105,80,70,95,240,440,1.0148882348161945,0.9973068049007594,21,1,1,short,96.11607142857143,560,53825.0,0.4714285714285714,1.1789038090806354,1343.503787878788,-1019.8644067796611
300,60,65,140,50,80,160,480,0.9869326284184919,0.938881695776262,15,1,1,short,96.09189723320158,1012,97245.0,0.4901185770750988,1.1789335197895008,1291.7641129032259,-1061.46484375
240,45,265,110,60,55,270,490,0.9388149174863359,1.0005612893707914,6,0,0,short,96.06410256410257,390,37465.0,0.33589743589743587,1.1093070751276441,2902.4045801526718,-1323.3590733590734
120,45,205,130,80,45,330,690,0.9238722522934953,0.9214117715575209,27,0,1,short,96.0377358490566,371,35630.0,0.41509433962264153,1.092470997378734,2733.3766233766232,-1783.8425925925926
240,90,25,160,85,100,300,370,1.0163963878299929,0.9742206171640443,11,1,0,short,95.96018735362998,427,40975.0,0.49414519906323184,1.207741837355506,1128.9810426540284,-930.377358490566
180,45,120,45,40,150,250,620,0.9213599645846932,0.9850131739745916,18,0,1,short,95.93167701863354,483,46335.0,0.38923395445134573,1.1174360988962249,2345.159574468085,-1337.4745762711864
180,90,265,145,15,55,80,680,0.9810524011245724,0.9199265738127383,30,1,0,short,95.92042755344418,842,80765.0,0.45724465558194777,1.1728240517840902,1423.6103896103896,-1029.3502202643172
150,60,40,25,75,45,130,460,0.9034462537629813,1.0044388437442153,20,1,1,short,95.83941605839416,548,52520.0,0.4781021897810219,1.2038938602791311,1183.6068702290077,-903.8070175438596
210,60,50,265,45,135,340,670,0.9178153145814905,1.0141940432396677,24,0,0,short,95.79545454545455,352,33720.0,0.29261363636363635,1.0971841945989567,3696.019417475728,-1399.0725806451612
180,120,195,165,60,160,90,260,0.9971452664674152,0.9084768621896558,19,1,1,short,95.76809453471196,677,64835.0,0.5243722304283605,1.207535090667563,1062.6478873239437,-982.4056603773585
300,90,160,185,30,160,260,390,0.9852974493876127,0.9899622095490688,8,1,0,short,95.7420749279539,694,66445.0,0.5043227665706052,1.1944940432631794,1165.9285714285713,-1010.7396449704142
300,120,45,135,5,80,70,230,0.979572647400888,0.9686360147283217,27,0,0,short,95.67092651757189,313,29945.0,0.38977635782747605,1.0709412238516027,3705.3688524590166,-2210.0
120,90,105,30,85,175,320,500,1.0017103150326176,1.0054489515681757,21,1,1,short,95.62937062937063,715,68375.0,0.5034965034965035,1.2106730754417587,1091.4722222222222,-927.3
120,90,175,275,60,105,120,510,0.9828538058620561,1.005805824683693,18,1,0,short,95.59426229508196,732,69975.0,0.4672131147540984,1.1626153238363042,1462.8216374269007,-1109.0463917525774
180,90,220,190,90,130,200,490,0.916985225380752,1.0047479491134925,14,1,0,short,95.54609929078015,705,67360.0,0.5120567375886524,1.173863665694448,1259.8060941828255,-1129.533527696793
120,60,130,135,10,35,430,570,0.9847916742006335,0.9778889814405243,13,0,0,short,95.46341463414635,410,39140.0,0.3829268292682927,1.0942110964014924,2895.477707006369,-1648.611111111111
300,60,65,200,5,130,330,650,0.9411977284701352,0.9794376180560118,6,0,0,short,95.3943661971831,710,67730.0,0.3619718309859155,1.109391908261326,2672.684824902724,-1369.8008849557523
210,120,35,250,90,145,220,390,1.0132116158460867,0.9845373177104029,19,1,1,short,95.32718120805369,596,56815.0,0.5033557046979866,1.1709544442438466,1297.1833333333334,-1122.7702702702702
150,60,235,160,45,120,300,570,1.0261794523598264,0.958877373126761,23,1,0,short,95.24545454545455,550,52385.0,0.4690909090909091,1.1547951479692093,1514.7286821705427,-1158.9554794520548
120,90,125,160,10,105,270,590,1.0065663797863837,0.9782057926361772,14,1,0,short,95.13922518159806,826,78585.0,0.4939467312348668,1.171259520774084,1317.2794117647059,-1111.0532687651332
240,45,65,285,95,75,170,520,1.0283583039526003,0.9509031296513769,10,1,0,short,95.09174311926606,327,31095.0,0.4648318042813456,1.1480643778867674,1586.217105263158,-1206.9540229885058
240,60,215,80,95,145,400,540,1.0129133599268065,0.9680342904725894,11,1,1,short,95.0326797385621,459,43620.0,0.49673202614379086,1.2736941176470589,890.328947368421,-689.9350649350649
180,45,60,85,20,90,120,600,0.925942335492749,0.9309473181572008,15,1,1,short,94.97624703087887,1263,119955.0,0.44576405384006335,1.175695171696607,1425.7548845470692,-983.7824207492796
210,90,215,275,20,195,240,370,1.0259989533598417,0.9134874014304051,26,1,0,short,94.94328922495274,529,50225.0,0.504725897920605,1.1640696458905004,1334.625468164794,-1191.1284046692606
